token,frequency,alias_of,search_query,lat,lon,place_id,formatted_address,geocode_source,geocode_confidence,verified,note,dup_coord_group,dup_coord_count,dup_coord_flag
เมกะบางนา,5,เมกกะ บางนา,,,,,,,,,,,,
โชนสมุทรสาคร,5,โซนสมุทรสาคร,,,,,,,,,,,,
องค์การเภสัชกรรม ธัญบุรี,5,,องค์การเภสัชกรรม ธัญบุรี,14.0586019,100.8374688,ChIJXYBC0nOdHTER2deWlOZ4iGg,138 หมู่ที่ 4 ถ. รังสิต - นครนายก ตำบล บึงสนั่น อำเภอธัญบุรี ปทุมธานี 12110,places,high,,,,,
เซ็นทรัล เวสต์วิลล์,5,,เซ็นทรัล เวสต์วิลล์,13.805336899999999,100.448444,ChIJBygsUOWb4jARPmpOQINz2To,999 หมู่ที่ 5 ถ. ราชพฤกษ์ ตำบล มหาสวัสดิ์ อำเภอบางกรวย นนทบุรี 11130,places,high,,,D231,2,"same coords, same place_id"
ส่งสินค้าต่างจังหวัด (IDI),5,,IDI ส่งสินค้าต่างจังหวัด,13.7657612,100.4035749,ChIJZxE5Ph6X4jARxLcZtV4zkaA,เลขที่61 ซอย สมาคมปักษ์ใต้ ติดร้านยางณัฐพล แขวงศาลาธรรมสพน์ เขตทวีวัฒนา กรุงเทพมหานคร 10170,places,low,,,,,
นีโอสุกี้,5,,นีโอสุกี้,13.7594365,100.3305449,ChIJhxi-r-uV4jARINdkBsdevgs,111 ตำบล กระทุ่มล้ม อำเภอสามพราน นครปฐม 73220,places,high,,,D215,2,"same coords, same place_id"
PAN FOOD,5,,PAN FOOD,13.5672836,100.2595621,ChIJjRxFL37H4jAR0TCU5TKrulE,"71/9, 71/15 หมู่ 6 ซอยรุ่งปรีชา ถ. เศรษฐกิจ 1 ตำบล ท่าทราย อำเภอเมืองสมุทรสาคร สมุทรสาคร 74000",places,high,,,D073,4,"same coords, same place_id"
นิ่มซี่เส็งขนส่ง 1988 จำกัด สาขาสี่แยกมหานาค,5,,นิ่มซี่เส็งขนส่ง 1988 จำกัด สาขาสี่แยกมหานาค,13.7578006,100.515956,ChIJG_SZFkGZ4jARSIl90uWzpfk,"325, 78 ถนน ลูกหลวง แขวงสี่แยกมหานาค เขตดุสิต กรุงเทพมหานคร 10300",places,high,,,D187,2,"same coords, same place_id"
บจก.ซี.เอ.เอส เปเปอร์มิลล์ (สิงห์บุรี),5,,สิงห์บุรี บจก.ซี.เอ.เอส เปเปอร์มิลล์,14.943987000000002,100.38555919999999,ChIJ2eGWPnPx4TARio7C2JWlScc,W9VP+H6V Unnamed Road ตำบล โพกรวม อำเภอเมืองสิงห์บุรี สิงห์บุรี 16000,places,high,,,,,
ส่งจาก PCS เอกสาร 11 หน้า,5,,ส่งจาก PCS เอกสาร 11 หน้า,13.689980600000002,100.61136669999999,ChIJZ-u2dfmf4jAR6om2bZHwMSk,234 ซอย สุขุมวิท 101 แขวงบางจาก เขตพระโขนง กรุงเทพมหานคร 10260,places,low,,,D223,2,"same coords, same place_id"
ห้องเย็นท่าข้าม,5,,ห้องเย็นท่าข้าม,13.519096699999999,100.1672694,ChIJwcmmI3K44jARdlZiwLqKhrI,369 หมู่4 ตำบลบางโทรัด อำเภอเมืองสมุทรสาคร สมุทรสาคร 74000,places,high,,,,,
บริษัท เอ แอนด์ เค ฟู้ด แอนด์ เบฟเวอเรจ จำกัด,5,,บริษัท เอ แอนด์ เค ฟู้ด แอนด์ เบฟเวอเรจ จำกัด,13.8703626,99.8135995,ChIJTSlTIwAd4zAR1TbFl5C0Gn8,9 9 หมู่ 7 ต.ท่าผา อำเภอบ้านโป่ง ราชบุรี 71120,places,high,,,,,
LCB C3,5,,LCB C3,13.056066399999999,100.8907378,ChIJFYL-QC25AjERChL3eSgajbA,3V4R+C7H Unnamed Road ตำบลทุ่งสุขลา อำเภอศรีราชา ชลบุรี 20230,places,high,,,,,
Food way,5,,Food way,13.689912999999999,100.643605,ChIJ26WJXf5hHTERW19kvgsnneQ,36 ซอย สุภาพงษ์ 1 แยก 3-3 แขวงหนองบอน เขตประเวศ กรุงเทพมหานคร 10250,places,high,,,,,
ขนเศษหมู/เศษเนื้อ/หัวปลาฯ มากุโระ,5,,ขนเศษหมู/เศษเนื้อ/หัวปลาฯ มากุโระ,13.8017215,100.6467799,ChIJVaaDZdpjHTERrlCMmRY64P4,1 2 ถ. โพธิ์แก้ว แขวงนวมินทร์ เขตบึงกุ่ม กรุงเทพมหานคร 10240,places,low,,,,,
มาร์ส เพ็ทแคร์,5,,มาร์ส เพ็ทแคร์,13.4561789,101.1005037,ChIJnakg8OwwHTERUTn4MMvtW5I,F442+F6C ตำบล มาบโป่ง อำเภอพานทอง ชลบุรี 20160,places,high,,,D017,3,"same coords, same place_id"
PAT,5,,PAT,13.609724199999999,100.32694099999999,ChIJydgYH22_4jARRk2k7zVs-yE,39 ตำบล คอกกระบือ อำเภอเมืองสมุทรสาคร สมุทรสาคร 74000,places,low,,,,,
เบฟเวอรเรจโปร,5,,เบฟเวอรเรจโปร,13.7125709,100.37027359999999,ChIJf7wgcRaW4jAR_UXriRFeeMw,หมู่ที่ 11 หมู่บ้านสุชา 1 40/94 ถ. คลองทวีวัฒนา แขวงหนองค้างพลู เขตหนองแขม กรุงเทพมหานคร 10160,places,high,,,,,
ธนัช,5,,ธนัช,13.6000385,100.7450085,ChIJccHjKvZdHTERzSgbPXBB67Y,3 กัญธนัช นวดเพื่อสุขภาพ ตลาดนัดเรือบิน 33 หมู่ 10 ตำบล บางปลา อำเภอบางพลี สมุทรปราการ 10540,places,high,,,,,
ชิง ฟู่ ซีโพรดักส์,4,,ชิง ฟู่ ซีโพรดักส์,13.5140888,100.28993609999999,ChIJ8ZPPpIm34jARSnB_7DqrFjc,G77Q+JXM ตำบล บางหญ้าแพรก อำเภอเมืองสมุทรสาคร สมุทรสาคร 74000,places,high,,,,,
ปั๊ม มหาชัย,4,,ปั๊ม มหาชัย,13.563282099999999,100.2717983,ChIJrSjXfSC54jARRap7CDSB1XM,"94 315 ตำบล ท่าทราย อำเภอเมือง, สมุทรสาคร 74000",places,medium,,,D099,3,"same coords, same place_id"
Sukishi บางนา,4,,Sukishi บางนา,13.6458193,100.6806606,ChIJ9xUUcVteHTER9W6opTH20Nc,JMWJ+87F ตำบล บางแก้ว อำเภอบางพลี สมุทรปราการ 10540,places,high,,,,,
ฮั่วเซ่งฮง,4,,ฮั่วเซ่งฮง,13.8120252,100.4503649,ChIJlWDXGnKa4jARx4PfzCo6giY,"99, 10 หมู่1 ถ. ราชพฤกษ์ ตำบล บางขนุน อำเภอบางกรวย นนทบุรี 11130",places,high,,,,,
อมรพันธุ์,4,,อมรพันธุ์,19.9091307,99.8437355,ChIJNfX6OlsG1zARNWcK9MPKiOM,111/3-5 หมู่ที่ 12 ถนนหนองบัว ตำบล รอบเวียง อำเภอเมืองเชียงราย เชียงราย 57000,places,high,,,,,
อ.ศิราพล,4,,อ.ศิราพล,13.526067099999999,100.28216239999999,ChIJsSO-NJC54jARj2xarydUV9Y,G7GJ+CVF ตำบล บางหญ้าแพรก อำเภอเมืองสมุทรสาคร สมุทรสาคร 74000,places,high,,,D233,2,"same coords, same place_id"
ซุปเปอร์ซีเฟรช สมุทรสาคร,4,,ซุปเปอร์ซีเฟรช สมุทรสาคร,13.550378199999999,100.29927119999999,ChIJl7Th_lG44jARnDzwtcnIUbE,88/88 หมู่ 4 ถ ถ.เจษฎาวิถี ตำบล โคกขาม อำเภอเมืองสมุทรสาคร สมุทรสาคร 74000,places,high,,,,,
CPF (แปดริ้ว ฉะเชิงเทรา),4,,แปดริ้ว ฉะเชิงเทรา CPF,13.763348299999999,100.9913614,ChIJ66uD0kYTHTERw_pMLECAWPc,26/3 หมู่ที่ 7 ตำบลคลองนครเนื่องเขต อำเภอเมืองฉะเชิงเทรา ฉะเชิงเทรา 24000,places,medium,,,,,
เคเอ็นเอส ห้องเย็น,4,,เคเอ็นเอส ห้องเย็น,13.575950299999999,100.22215229999999,ChIJg5n63BC_4jARO4aKL6nsUsY,62 6 หมู่ 5 ตำบล บ้านเกาะ อำเภอเมืองสมุทรสาคร สมุทรสาคร 74000,places,high,,,D171,2,"same coords, same place_id"
อินเตอร์ เอ็กซ์เพรส (IEL),4,,IEL อินเตอร์ เอ็กซ์เพรส,13.5994605,100.7645148,ChIJtz-WRftdHTERfb9dvS-QuYc,999 ถนนเลียบคลองส่งน้ำสุวรรณภูมิ ตำบลบางโฉลง อำเภอบางพลี สมุทรปราการ 10540,places,low,,,,,
Central กระบี่,4,,Central กระบี่,8.1007497,98.8923906,ChIJa8ePA7mVUTARAx1dPnnLALM,"55/5, 55/6 55/7 ถ. เพชรเกษม เทศบาลเมืองกระบี่ กระบี่ใหญ่ อำเภอเมืองกระบี่ กระบี่ 81000",places,high,,,D243,2,"same coords, same place_id"
ห้องเย็นสินชัย,4,,ห้องเย็นสินชัย,13.5665158,100.2990523,ChIJLYsuXQC54jARkH1zXEAzIXY,H78X+JJ3 ซอยสินชัย ตำบล โคกขาม อำเภอเมืองสมุทรสาคร สมุทรสาคร 74000,places,medium,,,D234,2,"same coords, same place_id"
พิษณุโลก,4,,พิษณุโลก,16.8211238,100.26585159999999,ChIJMWZ0fueX3zARONBs3_uqGjc,เทศบาลนครพิษณุโลก ตำบล ในเมือง อำเภอเมืองพิษณุโลก พิษณุโลก 65000,places,high,,,,,
เชียงราย,4,,เชียงราย,19.8530809,99.74302139999999,ChIJU05GDusP1zARDhNO9epTtu4,99 ตำบล แม่กรณ์ อำเภอเมืองเชียงราย เชียงราย 57000,places,high,,,,,
NSD,4,,NSD,13.8901349,100.4368358,ChIJFbwCAcuP4jARrw-91Socv3Y,332 73 ม.3 ตำบล บางรักพัฒนา อำเภอบางบัวทอง นนทบุรี 11110,places,low,,,,,
ดีสแฮล์ม บางนา กม.19,4,,ดีสแฮล์ม บางนา กม.19,13.6003613,100.7765922,ChIJmZ3fxJdcHTERPhjg5kFkK8Y,JQ2G+4JW กรุงเทพมหานคร อำเภอบางพลี สมุทรปราการ 10540,places,low,,,,,
รอแยลแคน,4,,รอแยลแคน,13.647566,100.3205381,ChIJ5YuT_Pu-4jARaLsITMzQ18Q,ถนนแคราย ตำบล แคราย อำเภอกระทุ่มแบน สมุทรสาคร 74110,places,high,,,D085,3,"same coords, same place_id"
CENTRAL CONTAINER WORLD,4,,CENTRAL CONTAINER WORLD,13.0878119,100.9327663,ChIJ01yQLIi5AjERovAZYh8i1LQ,100 6 ตำบลทุ่งสุขลา อำเภอศรีราชา ชลบุรี 20230,places,high,,,,,
LKB 2,4,,LKB 2,13.7211855,100.77422159999999,ChIJZUdxm2dhHTERYkw7PI81PfI,1646 54 ถนน ลาดกระบัง แขวงลาดกระบัง เขตลาดกระบัง กรุงเทพมหานคร 10520,places,low,,,,,
มารีนโกลด์ โปรดักส์ (สมุทรสาคร),4,,สมุทรสาคร มารีนโกลด์ โปรดักส์,13.5632665,100.30060119999999,ChIJEwxGU5XH4jARGlUxgaJwPCA,57 37 หมู่ที่ 4 ถ. เอกชัย ตำบล โคกขาม อำเภอเมืองสมุทรสาคร สมุทรสาคร 74000,places,high,,,D025,3,"same coords, same place_id"
เพ็นต้าอิมเพ็กซ์ (บางใหญ่),4,,บางใหญ่ เพ็นต้าอิมเพ็กซ์,13.873246499999999,100.36079409999999,ChIJ5fS9F06O4jARA7oZDpJXKMM,"4 หมู่ 11 บางรักใหญ่, บ้านใหม่ อำเภอบางใหญ่ นนทบุรี 11140",places,high,,,,,
บ้านรักษ์นา คาเฟ่,4,,บ้านรักษ์นา คาเฟ่,14.358865,100.5371942,ChIJFURsQQB14jARqokdDdcfOVU,9 11 ตำบล บ้านป้อม อำเภอ พระนครศรีอยุธยา จังหวัดพระนครศรีอยุธยา 13000,places,high,,,D235,2,"same coords, same place_id"
บริษัท เจอาร์พี ฟู้ด เซอร์วิส จำกัด,4,,บริษัท เจอาร์พี ฟู้ด เซอร์วิส จำกัด,13.6320397,100.31463289999999,ChIJVzQkZWa_4jARtIcab40seCM,"311, ตำบล คลองมะเดื่อ อำเภอกระทุ่มแบน สมุทรสาคร 74110",places,high,,,,,
Cabinet วังน้อย,4,,Cabinet วังน้อย,14.2199475,100.68903429999999,ChIJeUccBFaPHTERkiCH27hhaDs,188 6M9R+MCF 1 ถ. พหลโยธิน ตำบล ลำไทร อำเภอวังน้อย จังหวัดพระนครศรีอยุธยา 13170,places,medium,,,,,
โรงงานแปรรูปไข่บ้านนา นครนายก,4,,โรงงานแปรรูปไข่บ้านนา นครนายก,14.223037,101.069442,ChIJSeKj0Tm9HTERFJN2HDPhBMk,"199/1-3, หมู่ที่3, ตำบล ทองหลาง อำเภอบ้านนา นครนายก 26110",places,medium,,,D201,3,"same coords, same place_id"
